pitches,player_id,player_name,total_pitches,pitch_percent,ba,iso,babip,slg,woba,xwoba,xba,hits,abs,launch_speed,launch_angle,spin_rate,velocity,effective_speed,whiffs,swings,takes,eff_min_vel,release_extension,pos3_int_start_distance,pos4_int_start_distance,pos5_int_start_distance,pos6_int_start_distance,pos7_int_start_distance,pos8_int_start_distance,pos9_int_start_distance
1056,641729,Joe Jimenez,1056,100.0,0.243,0.230,0.319,0.474,0.338,0.303,0.215,56,230,88.1,21.8,2452,92.4,92.44,166,526,522,0.0,6.34,111,150,115,149,301,333,296
1054,605240,Jace Fry,1054,100.0,0.218,0.153,0.289,0.371,0.324,0.330,0.234,44,202,88.4,4.3,2444,87.3,85.58,155,424,625,-1.7,5.13,109,149,112,147,290,318,296
1053,592612,Josh Osich,1053,100.0,0.242,0.227,0.260,0.469,0.315,0.311,0.253,62,256,87.8,9.7,2260,88.6,87.74,141,510,541,-0.9,5.58,112,151,116,148,291,320,296
1053,596133,Luke Weaver,1053,100.0,0.227,0.140,0.292,0.368,0.277,0.306,0.253,55,242,89.3,14.0,2105,89.5,88.85,127,489,554,-0.7,5.78,112,153,116,152,299,330,304
1053,472610,Luis Garcia,1053,100.0,0.257,0.186,0.284,0.443,0.346,0.349,0.269,61,237,87.8,9.4,1955,91.0,91.07,140,471,571,0.1,6.19,111,148,114,147,294,317,291
1052,594986,Kyle Ryan,1052,100.0,0.243,0.097,0.301,0.341,0.294,0.297,0.241,55,226,88.6,5.9,2130,87.4,87.27,107,453,594,-0.1,6.07,110,150,110,150,295,321,296
1048,596043,Daniel Mengden,1048,100.0,0.254,0.168,0.283,0.422,0.325,0.331,0.263,59,232,88.9,18.7,2195,86.7,86.81,68,449,597,0.1,6.27,111,149,118,151,298,323,299
1044,606131,Luis Perdomo,1044,100.0,0.252,0.120,0.296,0.372,0.292,0.308,0.264,69,274,89.4,4.8,1994,90.9,90.08,100,504,533,-0.8,5.66,114,151,115,148,305,328,306
1043,519293,Will Smith,1043,100.0,0.196,0.162,0.277,0.357,0.264,0.265,0.207,46,235,88.9,13.5,2242,86.4,85.92,170,495,544,-0.5,5.86,109,150,114,146,305,332,302
1041,544727,Jeurys Familia,1041,100.0,0.274,0.164,0.350,0.438,0.359,0.330,0.247,62,226,86.7,8.1,2171,93.6,92.44,124,433,599,-1.2,5.57,111,149,111,145,295,314,293
1039,607481,Aaron Bummer,1039,100.0,0.184,0.068,0.229,0.252,0.237,0.256,0.206,43,234,88.8,-3.4,2075,93.6,93.32,119,489,545,-0.3,5.94,109,148,111,146,292,319,297
1038,606625,Reyes Moronta,1038,100.0,0.197,0.101,0.274,0.298,0.276,0.296,0.197,41,208,87.2,18.1,2425,91.9,91.64,130,438,586,-0.3,5.96,108,148,113,147,301,327,295
1030,518452,Chad Bettis,1030,100.0,0.301,0.197,0.329,0.498,0.365,0.322,0.271,78,259,89.6,2.2,1927,88.5,88.45,100,478,543,-0.1,5.92,111,152,114,147,307,333,306
1028,596112,Robert Stephenson,1028,100.0,0.182,0.195,0.231,0.377,0.265,0.250,0.194,43,236,86.7,18.8,2584,88.4,87.92,201,512,513,-0.5,5.71,116,153,118,145,293,313,289
1027,592468,Nick Kingham,1027,100.0,0.341,0.258,0.390,0.598,0.420,0.357,0.285,78,229,86.6,12.9,2260,88.0,87.22,97,484,536,-0.8,5.69,110,150,120,148,304,324,301
1026,592454,Tommy Kahnle,1026,100.0,0.200,0.164,0.279,0.364,0.275,0.262,0.201,45,225,88.0,5.8,1871,92.6,93.13,191,526,496,0.5,6.55,109,152,115,149,294,323,289
1023,595014,Blake Treinen,1023,100.0,0.257,0.159,0.308,0.416,0.339,0.334,0.252,58,226,87.1,12.0,2380,94.9,93.19,135,506,515,-1.7,5.28,109,147,117,148,300,324,299
1022,656685,Brett Martin,1022,100.0,0.280,0.136,0.340,0.416,0.318,0.320,0.269,72,257,89.8,6.6,2295,89.1,89.06,145,522,491,0.0,6.18,108,152,114,147,293,321,299
1021,489446,Kirby Yates,1021,100.0,0.186,0.077,0.328,0.262,0.230,0.224,0.171,41,221,86.5,11.1,1925,90.4,89.17,174,503,507,-1.2,5.58,117,152,115,151,302,326,306
1021,592135,Cam Bedrosian,1021,100.0,0.207,0.129,0.253,0.336,0.273,0.301,0.229,48,232,88.7,10.6,2497,87.9,87.22,135,448,565,-0.7,5.80,112,150,114,148,293,318,293
1020,453284,Blake Parker,1020,100.0,0.235,0.204,0.267,0.438,0.319,0.349,0.271,53,226,88.0,14.2,1819,85.1,85.71,122,446,569,0.6,6.60,109,152,116,148,298,324,294
1019,592229,Dylan Covey,1019,100.0,0.306,0.200,0.326,0.506,0.376,0.401,0.331,75,245,88.7,10.3,1993,90.8,90.18,83,462,553,-0.6,5.70,108,150,113,148,295,322,297
1016,593140,Michael Feliz,1016,100.0,0.212,0.202,0.264,0.413,0.309,0.295,0.205,44,208,86.6,17.7,2296,91.8,92.05,138,476,535,0.3,6.35,110,148,121,148,306,325,300
1016,605155,Colten Brewer,1016,100.0,0.277,0.150,0.335,0.427,0.347,0.327,0.257,59,213,88.2,5.9,2595,87.7,86.50,120,432,580,-1.2,5.60,108,148,116,147,284,321,291
1005,458006,Matt Albers,1005,100.0,0.239,0.158,0.283,0.396,0.314,0.309,0.237,53,222,86.3,6.9,2095,88.7,88.94,100,415,581,0.2,6.27,109,154,113,149,302,319,294
999,518774,Matt Harvey,999,100.0,0.275,0.253,0.276,0.528,0.372,0.390,0.307,63,229,90.3,12.2,2248,89.0,87.92,94,446,547,-1.1,5.59,110,153,113,148,296,318,295
998,554340,Yimi Garcia,998,100.0,0.178,0.249,0.172,0.427,0.280,0.257,0.183,40,225,86.6,22.5,2623,89.1,88.37,127,475,511,-0.7,5.68,114,157,119,145,297,318,293
997,542960,Brad Brach,997,100.0,0.278,0.127,0.366,0.405,0.335,0.318,0.258,57,205,88.0,14.3,2195,90.6,89.50,130,477,516,-1.1,5.53,114,151,113,150,297,319,295
995,489265,Sergio Romo,995,100.0,0.221,0.150,0.264,0.372,0.274,0.273,0.214,50,226,84.6,19.3,2552,80.0,79.39,147,485,507,-0.6,5.96,110,159,116,147,299,328,305
994,444468,Hector Rondon,994,100.0,0.242,0.199,0.264,0.442,0.323,0.298,0.230,56,231,86.8,7.8,2146,92.9,92.69,107,472,516,-0.2,6.14,110,153,118,149,290,317,297
989,547973,Aroldis Chapman,989,100.0,0.185,0.078,0.292,0.263,0.244,0.260,0.196,38,205,85.9,11.7,2492,94.2,94.75,147,466,521,0.5,6.55,106,151,113,148,296,323,287
987,642152,Lou Trivino,987,100.0,0.265,0.161,0.320,0.426,0.336,0.296,0.230,61,230,85.5,14.5,2249,93.3,93.11,134,476,507,-0.2,6.07,110,147,118,150,299,323,299
984,501625,Jose Alvarez,984,100.0,0.284,0.147,0.330,0.431,0.323,0.303,0.261,66,232,85.8,7.7,2264,87.4,87.53,116,507,471,0.1,6.34,109,150,117,149,297,322,294
981,584171,Hector Velazquez,981,100.0,0.274,0.184,0.321,0.458,0.351,0.344,0.264,58,212,88.1,15.6,1920,88.1,88.62,106,445,529,0.5,6.45,112,149,117,148,284,321,293
980,608648,Tyler Duffey,980,100.0,0.202,0.138,0.279,0.339,0.257,0.260,0.203,44,218,88.3,13.7,2404,88.6,88.42,164,495,480,-0.2,6.16,109,152,115,145,298,325,295
978,607237,Amir Garrett,978,100.0,0.213,0.145,0.303,0.357,0.310,0.291,0.204,44,207,87.3,4.8,1936,89.8,89.89,166,429,542,0.1,6.38,115,152,117,146,292,315,289
978,592222,Alex Claudio,978,100.0,0.246,0.177,0.268,0.422,0.321,0.305,0.243,57,232,84.8,2.5,2094,79.6,78.28,109,446,516,-1.3,5.55,110,152,111,150,300,316,296
978,518489,Ryan Brasier,978,100.0,0.238,0.173,0.286,0.411,0.309,0.338,0.261,51,214,88.5,16.1,2318,91.8,92.52,160,516,459,0.7,6.55,109,151,117,149,287,323,294
975,621295,Nick Wittgren,975,100.0,0.218,0.190,0.253,0.407,0.288,0.323,0.256,47,216,92.0,15.6,2184,89.7,90.32,106,455,519,0.6,6.57,111,153,118,150,290,314,289
975,517008,Alex Colome,975,100.0,0.191,0.159,0.217,0.350,0.264,0.327,0.244,42,220,90.7,9.8,2143,91.5,91.13,141,484,488,-0.4,5.95,112,150,113,148,294,322,295
975,595191,Jerad Eickhoff,975,100.0,0.261,0.302,0.261,0.563,0.369,0.348,0.253,58,222,87.8,15.2,2562,83.1,82.74,115,435,531,-0.4,6.02,112,152,117,150,301,325,295
972,453192,Andrew Miller,972,100.0,0.225,0.175,0.283,0.400,0.324,0.308,0.213,45,200,87.7,16.8,2398,86.3,86.91,131,426,537,0.6,6.49,110,148,109,148,299,324,301
971,657024,Erik Swanson,971,100.0,0.243,0.274,0.241,0.517,0.333,0.343,0.265,56,230,90.8,16.3,2172,90.4,90.85,107,472,496,0.5,6.50,108,153,114,147,293,321,294
966,573185,Dan Straily,966,100.0,0.349,0.397,0.325,0.746,0.471,0.450,0.339,73,209,91.4,21.6,2255,86.9,86.47,80,434,526,-0.4,5.99,106,151,118,148,306,331,303
966,448179,Rich Hill,966,100.0,0.223,0.172,0.284,0.395,0.295,0.269,0.213,48,215,84.6,8.5,2665,82.7,82.00,119,458,499,-0.7,5.95,112,156,113,145,294,313,291
963,453329,Clay Buchholz,963,100.0,0.306,0.260,0.321,0.566,0.383,0.376,0.299,72,235,86.6,10.4,2155,83.0,82.81,93,454,506,-0.2,6.13,111,153,114,150,302,322,300
961,532077,Roberto Osuna,961,100.0,0.190,0.131,0.236,0.321,0.240,0.257,0.209,45,237,86.0,13.5,2374,92.1,91.62,174,517,440,-0.5,5.99,111,154,116,150,294,321,301
959,553878,Felipe Vazquez,959,100.0,0.197,0.119,0.306,0.317,0.250,0.262,0.207,43,218,86.9,13.9,2610,93.4,92.42,140,482,473,-1.0,5.61,110,149,118,147,310,328,298
959,572362,Robbie Erlin,959,100.0,0.312,0.126,0.375,0.437,0.339,0.332,0.285,72,231,87.4,9.3,2271,86.0,85.42,109,459,499,-0.6,5.94,111,150,116,147,303,326,306
958,676606,Nick Margevicius,958,100.0,0.307,0.239,0.332,0.546,0.384,0.362,0.294,73,238,87.1,8.9,2055,83.2,83.00,100,437,514,-0.2,6.05,113,153,112,149,306,328,305
949,572888,Shane Greene,949,100.0,0.200,0.135,0.239,0.335,0.260,0.307,0.239,46,230,89.0,12.8,2355,88.4,86.97,114,434,509,-1.4,5.32,110,151,114,149,303,331,298
948,544365,Manny Banuelos,948,100.0,0.303,0.227,0.333,0.530,0.392,0.367,0.282,60,198,87.9,15.1,2122,87.5,86.82,99,405,538,-0.7,5.87,108,149,110,146,292,316,296
946,543272,Brad Hand,946,100.0,0.242,0.142,0.364,0.384,0.295,0.285,0.227,53,219,87.7,20.2,2445,86.4,84.15,138,449,493,-2.2,4.90,106,150,113,148,289,312,288
945,572403,Drew VerHagen,945,100.0,0.304,0.200,0.357,0.504,0.374,0.330,0.264,70,230,89.1,8.8,2289,88.2,87.81,96,420,518,-0.4,5.95,109,149,114,148,298,326,292
941,543118,Oliver Drake,941,100.0,0.181,0.176,0.225,0.357,0.264,0.278,0.210,36,199,88.5,7.5,1581,87.8,88.06,167,463,475,0.3,6.44,109,157,116,148,296,325,299
941,461872,Anthony Swarzak,941,100.0,0.251,0.203,0.280,0.454,0.336,0.329,0.250,52,207,88.8,11.9,2372,89.1,88.70,117,415,525,-0.4,5.88,109,151,112,149,303,323,297
937,461325,Tyler Clippard,937,100.0,0.176,0.181,0.207,0.356,0.263,0.264,0.186,38,216,85.0,21.9,2101,83.9,83.44,135,472,455,-0.5,6.01,111,153,117,150,288,313,290
935,501789,Will Harris,935,100.0,0.196,0.098,0.247,0.294,0.238,0.269,0.221,42,214,87.2,4.0,2631,87.1,86.91,117,394,539,-0.2,6.20,112,154,116,150,289,317,299
935,605538,Matt Wisler,935,100.0,0.272,0.218,0.343,0.490,0.343,0.301,0.244,56,206,87.7,14.9,2385,86.2,84.96,146,455,476,-1.2,5.50,111,153,117,147,304,325,299
934,605195,Kyle Crick,934,100.0,0.224,0.208,0.274,0.432,0.348,0.313,0.196,41,183,85.6,13.6,2684,90.1,89.44,125,422,505,-0.7,5.87,110,149,123,148,308,327,300
934,673633,Yoshihisa Hirano,934,100.0,0.249,0.146,0.317,0.395,0.312,0.296,0.217,51,205,87.1,10.7,1723,87.2,86.86,143,450,480,-0.3,5.93,110,152,116,150,302,328,302
933,502154,Zack Britton,933,100.0,0.182,0.072,0.226,0.254,0.249,0.273,0.199,38,209,87.4,-8.9,2076,92.8,91.65,107,390,540,-1.2,5.49,107,152,112,148,293,322,287
932,656605,Mitch Keller,932,100.0,0.348,0.198,0.478,0.546,0.396,0.314,0.265,72,207,87.2,10.5,2528,91.3,90.86,120,479,449,-0.4,5.86,109,150,119,148,304,324,297
925,475054,Chaz Roe,925,100.0,0.251,0.097,0.359,0.349,0.312,0.304,0.233,49,195,86.1,12.0,2789,84.6,83.26,97,349,574,-1.3,5.67,108,155,115,148,294,323,295
923,518715,Cory Gearrin,923,100.0,0.261,0.123,0.313,0.384,0.321,0.326,0.258,55,211,88.6,8.7,2476,87.9,86.80,81,405,512,-1.1,5.65,108,153,115,146,293,317,289
921,641835,Tim Mayza,921,100.0,0.231,0.190,0.276,0.421,0.317,0.329,0.251,45,195,86.5,6.0,2153,91.8,92.08,143,438,480,0.3,6.41,107,150,114,147,302,322,297
918,641302,Tyler Alexander,918,100.0,0.302,0.204,0.347,0.507,0.351,0.327,0.272,68,225,90.1,16.8,2224,87.3,86.84,88,481,433,-0.5,5.89,106,148,115,147,300,326,285
915,605280,Clay Holmes,915,100.0,0.232,0.134,0.301,0.366,0.334,0.332,0.233,45,194,87.9,0.0,2226,90.3,89.96,94,342,561,-0.3,5.97,110,147,122,146,303,324,298
914,641627,Trevor Gott,914,100.0,0.216,0.100,0.278,0.316,0.263,0.305,0.234,41,190,88.2,12.9,2105,91.9,90.95,106,440,470,-1.0,5.71,109,151,115,148,301,328,298
914,605121,Justin Anderson,914,100.0,0.232,0.199,0.308,0.431,0.337,0.313,0.215,42,181,87.3,18.0,2268,89.3,89.36,119,419,494,0.1,6.31,112,151,113,147,294,316,291
911,518566,Taylor Cole,911,100.0,0.286,0.113,0.366,0.399,0.327,0.317,0.281,58,203,86.8,7.1,2212,89.4,90.07,113,420,484,0.7,6.62,110,150,114,147,292,318,290
908,516969,Kelvin Herrera,908,100.0,0.288,0.173,0.349,0.462,0.343,0.327,0.275,60,208,85.8,17.4,2197,92.2,91.64,119,451,454,-0.6,5.85,110,149,114,147,295,320,295
906,622259,Trey Wingenter,906,100.0,0.187,0.137,0.271,0.324,0.285,0.295,0.196,34,182,88.3,14.7,2164,91.3,91.82,151,415,485,0.5,6.47,115,151,115,149,305,327,306
903,669203,Corbin Burnes,903,100.0,0.330,0.292,0.424,0.623,0.422,0.352,0.272,70,212,89.0,9.7,2692,91.6,91.85,164,443,454,0.3,6.18,110,157,114,152,301,319,293
903,607192,Tyler Glasnow,903,100.0,0.186,0.088,0.265,0.274,0.224,0.230,0.179,40,215,87.4,10.5,2445,92.8,94.88,112,394,508,2.1,7.37,109,153,113,146,288,322,296
901,641838,Kevin McCarthy,901,100.0,0.285,0.130,0.318,0.414,0.318,0.316,0.281,68,239,89.2,3.3,1983,88.6,89.62,95,465,428,1.0,6.66,110,149,117,141,300,326,302
900,594027,Tayron Guerrero,900,100.0,0.246,0.170,0.282,0.415,0.355,0.366,0.246,42,171,90.2,13.5,2140,96.6,96.94,127,452,442,0.3,6.48,107,152,118,146,300,326,299
900,663432,Tanner Rainey,900,100.0,0.188,0.159,0.289,0.347,0.313,0.314,0.194,32,170,89.2,6.1,2435,94.6,94.53,168,413,481,-0.1,6.17,112,149,113,148,305,316,297
898,623184,Scott Oberg,898,100.0,0.196,0.095,0.248,0.291,0.252,0.291,0.227,39,199,87.2,6.9,2316,90.3,90.60,118,423,472,0.3,6.12,112,152,115,147,308,334,311
897,519008,T.J. McFarland,897,100.0,0.316,0.156,0.349,0.471,0.354,0.356,0.313,71,225,87.3,-0.3,1934,86.9,85.20,97,443,452,-1.7,5.18,109,149,116,150,300,325,301
895,605177,Andrew Chafin,895,100.0,0.257,0.109,0.359,0.366,0.304,0.309,0.249,52,202,86.5,11.0,2253,90.1,90.02,151,443,447,-0.1,6.29,110,153,115,151,299,327,303
894,523260,Joe Kelly,894,100.0,0.244,0.139,0.323,0.383,0.309,0.282,0.216,49,201,89.1,0.9,2483,92.7,92.07,99,375,516,-0.6,5.84,110,156,118,144,297,318,295
889,643778,Tyler Webb,889,100.0,0.172,0.156,0.187,0.328,0.255,0.286,0.214,33,192,85.9,14.7,2112,85.9,85.99,96,421,462,0.1,6.23,115,152,113,150,297,323,301
888,545064,Jairo Diaz,888,100.0,0.251,0.179,0.318,0.430,0.318,0.292,0.235,56,223,89.8,7.8,2273,93.1,92.24,135,457,428,-0.9,5.48,114,151,116,146,309,335,308
885,543483,Matt Magill,885,100.0,0.251,0.187,0.328,0.438,0.320,0.323,0.258,51,203,90.2,13.4,2429,91.1,91.56,138,427,455,0.5,6.49,110,154,116,147,297,320,290
881,407845,Fernando Rodney,881,100.0,0.269,0.126,0.344,0.396,0.334,0.308,0.233,49,182,87.6,9.0,1995,90.4,89.95,104,393,485,-0.5,5.96,110,149,115,148,297,314,296
878,656713,Brendan McKay,878,100.0,0.268,0.207,0.333,0.475,0.337,0.322,0.261,53,198,90.5,16.7,2148,89.7,89.50,102,429,448,-0.2,6.23,107,159,117,149,298,326,297
877,502026,Jeremy Jeffress,877,100.0,0.269,0.124,0.327,0.393,0.322,0.335,0.272,54,201,86.2,7.6,2137,89.9,89.89,87,420,445,0.0,6.17,109,156,113,150,302,321,294
870,621363,Colin Poche,870,100.0,0.181,0.192,0.238,0.374,0.282,0.261,0.170,33,182,88.7,29.8,2295,91.9,92.96,163,465,398,1.1,6.93,107,153,112,148,296,326,298
868,607560,Ryne Harper,868,100.0,0.257,0.162,0.301,0.419,0.301,0.319,0.265,54,210,88.6,14.1,2122,80.0,79.89,102,421,445,-0.1,6.08,110,154,115,147,293,323,291
866,641755,Tyler Kinley,866,100.0,0.238,0.122,0.288,0.359,0.321,0.324,0.238,43,181,87.6,14.8,2421,91.2,89.18,120,406,457,-2.0,5.00,108,153,117,148,302,326,298
865,455119,Chris Martin,865,100.0,0.249,0.163,0.314,0.411,0.285,0.291,0.249,52,209,88.7,8.2,2208,93.3,93.63,123,470,395,0.3,6.38,110,152,114,149,298,324,301
865,661255,Yoan Lopez,865,100.0,0.232,0.214,0.234,0.446,0.302,0.370,0.304,52,224,91.6,11.5,2236,91.4,91.76,88,415,449,0.4,6.36,112,153,118,151,304,329,303
863,571946,Shelby Miller,863,100.0,0.317,0.180,0.336,0.497,0.387,0.375,0.280,58,183,89.6,13.7,2312,90.3,90.46,72,386,474,0.2,6.40,107,150,112,148,295,320,302
863,650644,Aaron Civale,863,100.0,0.216,0.152,0.252,0.368,0.272,0.278,0.237,44,204,86.6,15.0,2501,87.5,86.42,83,390,470,-1.1,5.46,111,153,116,152,292,317,290
861,594965,Daniel Ponce de Leon,861,100.0,0.207,0.144,0.256,0.351,0.290,0.290,0.210,36,174,87.9,14.7,2378,90.7,89.59,114,423,434,-1.1,5.58,113,152,109,149,295,319,297
855,445213,Brandon Kintzler,855,100.0,0.215,0.144,0.255,0.359,0.268,0.286,0.236,45,209,89.1,8.1,2066,91.1,91.44,71,381,465,0.3,6.31,111,151,111,151,297,321,299
848,473879,Sam Dyson,848,100.0,0.230,0.126,0.278,0.357,0.277,0.289,0.244,53,230,87.4,3.6,2395,91.6,89.86,77,417,423,-1.7,5.15,111,151,113,147,300,327,297
847,606273,Roenis Elias,847,100.0,0.236,0.190,0.259,0.426,0.310,0.333,0.257,46,195,88.0,14.9,2400,89.6,87.66,110,411,431,-1.9,5.27,107,152,111,145,296,318,293
839,451584,Wade Davis,839,100.0,0.291,0.183,0.349,0.474,0.378,0.359,0.269,51,175,89.4,14.9,2552,89.7,89.52,92,367,468,-0.2,5.80,115,152,115,147,311,334,310
837,663465,Kolby Allard,837,100.0,0.281,0.108,0.327,0.389,0.325,0.333,0.290,52,185,87.9,9.7,2042,88.4,87.63,72,379,453,-0.8,5.72,105,152,115,147,294,324,298
837,519151,Ryan Pressly,837,100.0,0.188,0.122,0.258,0.310,0.236,0.254,0.213,37,197,86.7,6.5,2880,89.6,88.55,153,425,412,-1.0,5.64,113,154,117,151,292,318,299
836,657031,Josh Taylor,836,100.0,0.229,0.114,0.321,0.343,0.283,0.285,0.224,40,175,86.3,12.1,2307,91.8,92.33,136,411,423,0.5,6.47,111,151,117,148,285,321,291
834,605359,Evan Marshall,834,100.0,0.228,0.125,0.266,0.353,0.292,0.302,0.235,42,184,86.2,9.5,2181,89.5,88.58,98,399,435,-0.9,5.64,109,149,113,147,293,320,295
832,504379,Juan Nicasio,832,100.0,0.298,0.141,0.368,0.440,0.342,0.342,0.289,57,191,88.5,8.7,2003,90.4,89.96,85,402,419,-0.4,5.93,110,151,119,149,301,324,294
824,657571,Caleb Ferguson,824,100.0,0.234,0.186,0.294,0.419,0.334,0.338,0.253,39,167,86.4,14.6,2465,90.5,89.90,94,399,417,-0.6,5.95,111,155,118,144,298,316,292
818,572703,Luke Bard,818,100.0,0.228,0.167,0.248,0.394,0.297,0.318,0.259,41,180,87.5,17.7,2760,89.6,89.09,106,374,439,-0.5,5.84,113,153,116,147,294,316,290
818,552640,Andrew Kittredge,818,100.0,0.263,0.144,0.336,0.407,0.308,0.280,0.224,51,194,86.9,6.3,2398,92.0,92.17,135,429,385,0.2,6.32,108,159,118,149,297,327,299
813,453265,Tony Watson,813,100.0,0.264,0.175,0.290,0.439,0.324,0.325,0.265,56,212,86.8,11.0,2352,89.6,88.53,111,428,380,-1.1,5.76,107,149,113,146,301,328,298
810,571704,Ken Giles,810,100.0,0.188,0.131,0.301,0.319,0.250,0.246,0.185,36,191,87.7,15.6,2284,91.7,90.00,164,410,400,-1.7,5.37,111,155,117,150,306,328,300
800,488748,Ryan Buchter,800,100.0,0.251,0.204,0.304,0.455,0.337,0.349,0.270,42,167,87.0,20.4,2229,88.7,88.90,98,372,423,0.2,6.36,110,147,120,149,298,324,300
797,643256,Adam Cimber,797,100.0,0.257,0.138,0.289,0.394,0.310,0.306,0.254,56,218,87.3,4.7,2144,82.0,81.74,82,404,387,-0.3,6.25,108,151,116,148,292,312,286
794,592473,Adam Kolarek,794,100.0,0.229,0.148,0.259,0.376,0.284,0.288,0.244,48,210,87.0,-0.1,2140,87.4,86.86,93,379,409,-0.5,6.12,109,151,110,148,291,316,293
787,456696,David Hernandez,787,100.0,0.306,0.231,0.397,0.538,0.380,0.318,0.256,53,173,88.1,19.1,2350,89.2,88.76,128,396,388,-0.4,5.93,114,152,116,144,295,316,290
784,622446,Jefry Rodriguez,784,100.0,0.270,0.157,0.301,0.427,0.329,0.337,0.258,48,178,90.3,9.6,2273,90.2,90.79,69,369,413,0.6,6.57,112,153,115,148,286,309,288
779,593372,Carlos Martinez,779,100.0,0.220,0.068,0.301,0.288,0.265,0.289,0.228,39,177,86.3,6.8,2059,91.5,89.79,110,387,388,-1.7,5.20,110,150,110,148,298,323,299
779,592169,Austin Brice,779,100.0,0.214,0.150,0.248,0.364,0.295,0.293,0.217,37,173,88.0,13.6,2508,87.8,85.96,96,360,412,-1.8,5.20,109,156,118,148,303,324,297
777,657053,Touki Toussaint,777,100.0,0.270,0.147,0.345,0.417,0.355,0.320,0.224,44,163,87.1,13.0,2110,87.4,88.18,96,323,444,0.8,6.58,109,151,114,150,307,325,294
772,598271,Brian Johnson,772,100.0,0.315,0.220,0.359,0.536,0.392,0.341,0.262,53,168,88.1,13.1,2504,81.0,80.70,70,309,459,-0.3,6.14,109,151,117,148,290,320,290
770,642231,Jimmy Yacabonis,770,100.0,0.307,0.247,0.336,0.554,0.403,0.386,0.289,51,166,90.7,15.6,2323,89.9,88.74,74,324,444,-1.2,5.59,105,154,118,146,306,329,300
768,518875,Shawn Kelley,768,100.0,0.291,0.259,0.319,0.550,0.367,0.363,0.283,55,189,87.7,18.5,2414,86.2,86.15,95,404,361,-0.1,6.10,111,156,113,149,296,324,301
763,624133,Ranger Suarez,763,100.0,0.278,0.139,0.326,0.417,0.314,0.300,0.264,52,187,86.3,4.3,1906,88.8,88.31,78,347,412,-0.5,5.92,107,151,118,148,298,321,291
762,542947,Richard Bleier,762,100.0,0.295,0.177,0.317,0.473,0.337,0.287,0.257,65,220,88.7,1.7,1929,87.7,87.51,67,393,362,-0.2,6.11,106,151,112,146,299,324,298
759,606424,Jarlin Garcia,759,100.0,0.216,0.103,0.250,0.319,0.261,0.308,0.247,40,185,87.5,11.3,2310,88.4,87.97,74,356,401,-0.4,6.02,105,154,115,148,302,325,297
753,614179,Jose Ruiz,753,100.0,0.335,0.168,0.391,0.503,0.393,0.351,0.275,56,167,87.6,17.8,2261,93.0,92.26,91,376,374,-0.7,5.78,108,147,113,145,293,319,293
752,621056,Hunter Wood,752,100.0,0.256,0.161,0.289,0.417,0.307,0.293,0.247,46,180,86.7,18.9,2411,89.9,89.24,102,375,376,-0.7,5.82,108,154,117,148,292,320,294
751,608371,Lucas Sims,751,100.0,0.201,0.214,0.256,0.416,0.306,0.271,0.179,31,154,88.1,24.8,2764,88.2,86.97,120,352,396,-1.2,5.48,113,150,118,146,292,312,288
751,543883,Nick Vincent,751,100.0,0.267,0.193,0.317,0.460,0.328,0.322,0.258,47,176,89.9,16.6,2346,88.1,87.40,91,378,366,-0.7,5.73,110,149,117,147,297,319,289